Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
1,1,5,0.0,3.0,2.0,1,0,-1.0,2,8,4,1,2,2,0,1,2,2,0,0,2,0,0,1,1,0,0,0,1,1,4,2,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,1,2,0.0,10.0,1.0,2,2,2.0,0,6,2,0,3,2,0,0,2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,1,0.8207865168539326,0,0
1,0,3,0.0,6.0,1.0,2,1,3.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,67.29411764705883,0,0,0,0,2,0.638548951048951,0,1
1,0,5,1.0,7.0,0.0,2,1,3.0,3,6,2,2,4,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,3,0,55.42481203007519,1,1,0,0,1,0.6352173913043477,0,1
0,0,2,-1.0,5.0,2.0,2,0,-1.0,2,6,2,2,0,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0.0,0,1
1,0,6,0.0,3.0,2.0,1,0,3.0,0,8,6,3,5,1,0,0,3,4,1,3,0,0,0,1,1,1,0,0,0,0,0,0,3,0,20.44444444444444,0,1,0,0,0,0.0,0,0
0,1,4,-1.0,8.0,0.0,2,1,2.0,1,10,2,3,5,3,0,0,3,1,1,1,1,0,0,1,1,0,0,0,0,1,0,5,0,3,46.73333333333333,0,0,0,0,1,0.5210413694721826,1,1
1,0,6,0.0,2.0,2.0,2,3,0.0,2,8,6,0,0,5,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,55.42481203007519,0,0,0,0,1,0.6352173913043477,0,1
1,0,4,0.0,6.0,0.0,2,1,3.0,3,2,0,1,1,0,0,0,2,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,47.75,0,0,0,0,2,2.0,0,0
1,0,2,0.0,6.0,0.0,1,1,0.0,0,10,6,3,0,2,1,1,2,4,1,0,1,0,0,1,1,1,0,1,0,1,0,3,1,3,13.3,0,0,0,0,1,1.0,1,0
1,0,6,0.0,8.0,0.0,2,3,0.0,0,10,6,3,4,5,0,0,2,0,0,0,2,1,0,1,1,0,0,1,0,0,2,5,3,0,175.0,1,1,0,0,0,0.0,0,0
1,0,2,0.0,6.0,0.0,1,2,3.0,1,3,0,1,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6,1,0,142.3636363636364,1,1,0,0,1,0.2332375478927203,1,0
1,0,2,0.0,8.0,0.0,1,0,0.0,1,4,6,3,3,4,1,0,1,4,0,2,2,0,0,1,1,0,1,0,0,0,4,10,3,3,27.47826086956522,1,1,0,0,0,0.0,1,0
1,0,2,0.0,7.0,0.0,1,0,2.0,0,5,3,1,3,3,0,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,229.8,0,0,0,0,2,0.6357702349869451,0,0
1,1,5,0.0,7.0,0.0,1,2,2.0,1,10,2,0,5,2,1,0,3,0,0,3,1,0,0,1,1,0,0,0,0,0,0,5,0,2,5.833333333333333,1,0,0,0,2,1.0,1,0
1,0,5,0.0,4.0,2.0,1,3,-1.0,1,10,3,0,0,5,0,1,2,3,0,1,1,0,0,1,0,0,0,0,0,0,4,6,0,1,44.66666666666666,0,0,0,0,1,1.0,0,0
1,1,3,0.0,8.0,0.0,2,2,1.0,1,6,6,1,1,4,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,193.5555555555555,0,0,0,0,1,0.419345579793341,0,0
1,0,5,0.0,4.0,-1.0,1,2,1.0,1,5,0,0,0,3,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,2,2.0,0,0
1,1,6,0.0,2.0,1.0,0,3,4.0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,47.83333333333334,0,0,0,0,1,3.0,0,1
1,1,2,0.0,9.0,0.0,2,1,3.0,0,10,6,1,5,1,0,0,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,107.3333333333333,0,0,0,0,1,2.0,0,0
1,0,6,0.0,8.0,0.0,1,3,2.0,0,10,6,0,5,5,0,0,3,4,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,3,15.6,0,0,0,0,0,0.0,0,0
1,1,3,0.0,4.0,1.0,0,0,4.0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,23.0,0,0,0,0,2,2.0,0,1
1,0,2,0.0,7.0,0.0,1,1,0.0,0,8,6,0,1,5,0,0,3,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,100.75,0,0,0,0,1,0.9063275434243176,0,0
1,0,4,0.0,4.0,2.0,0,3,2.0,1,6,2,3,1,3,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,55.42481203007519,0,0,0,0,1,0.2270043505282784,0,1
1,0,2,0.0,4.0,-1.0,1,3,2.0,2,10,6,2,5,0,0,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,55.42481203007519,0,0,0,0,0,0.0,0,0
1,1,5,0.0,5.0,2.0,2,3,2.0,1,6,0,0,3,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,2,48.57142857142857,1,1,0,0,2,0.7161764705882353,0,1
1,1,2,0.0,6.0,2.0,0,1,0.0,0,5,6,0,1,4,0,0,3,3,0,1,2,0,0,1,1,0,0,0,0,0,1,5,0,0,22.96428571428572,0,0,0,1,1,0.5680404354587869,0,0
1,0,3,0.0,9.0,1.0,2,2,3.0,3,7,6,3,1,5,0,1,2,4,1,1,2,0,0,0,0,0,1,1,0,0,4,10,0,0,32.54545454545455,1,0,0,0,1,0.5101256983240223,1,0
0,1,4,-1.0,6.0,0.0,2,0,-1.0,2,10,6,1,5,3,0,0,2,4,1,2,2,0,0,1,0,0,0,0,0,0,3,0,0,1,55.42481203007519,0,0,0,0,2,1.0,0,0
0,0,6,-1.0,2.0,-1.0,2,3,0.0,0,10,4,1,3,2,0,0,3,4,0,3,2,0,0,1,1,0,0,0,0,1,4,4,0,3,53.95238095238095,1,1,0,1,1,0.3223742277140336,0,1
1,0,2,1.0,9.0,1.0,2,3,2.0,0,6,2,1,5,0,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109.4444444444444,0,0,0,0,1,0.3708121827411168,0,1
0,1,5,-1.0,3.0,-1.0,2,0,0.0,2,7,6,1,1,4,0,0,1,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,1,6,0.0,4.0,-1.0,0,1,2.0,0,10,6,2,3,1,1,0,3,4,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,1.0,0,0
1,0,4,0.0,8.0,1.0,2,0,3.0,0,10,1,3,0,1,0,1,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,211.1,1,0,0,0,1,0.1730222643297016,1,0
1,1,2,0.0,9.0,1.0,2,2,2.0,0,9,6,3,5,2,1,0,2,3,1,3,1,0,1,1,1,0,0,1,1,0,4,6,2,3,55.42481203007519,0,0,0,0,1,0.917713567839196,0,0
1,1,3,1.0,9.0,1.0,1,3,3.0,3,3,1,2,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,3,0,0,2,18.83333333333333,1,1,1,0,0,0.0,0,0
1,0,3,0.0,7.0,0.0,1,1,0.0,2,7,3,3,2,3,0,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,2,1.287602820211516,0,1
1,0,2,0.0,7.0,0.0,1,3,1.0,0,4,5,0,0,4,0,1,1,4,0,0,2,0,0,1,1,0,0,0,0,0,0,6,1,2,787.5,0,0,0,0,1,0.2319047619047619,0,0
0,0,2,-1.0,9.0,1.0,2,1,0.0,1,8,4,3,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,55.42481203007519,1,1,0,0,1,0.6352173913043477,1,1
0,0,6,-1.0,10.0,1.0,1,0,2.0,3,10,6,3,5,2,0,0,3,3,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,67.11111111111111,0,0,0,0,1,1.209437086092715,0,1
0,0,6,-1.0,3.0,2.0,2,1,2.0,0,10,6,2,5,1,0,0,3,2,0,3,1,1,0,1,1,0,0,0,0,0,3,0,0,1,116.3,0,0,0,0,1,0.3140584694754944,0,0
1,1,4,0.0,3.0,-1.0,0,1,-1.0,0,5,5,2,0,3,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,61.5,0,0,0,0,2,3.0,0,1
1,0,2,0.0,8.0,1.0,0,3,4.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,10,0,1,48.83333333333334,0,0,0,0,1,0.2077645051194539,0,1
1,0,4,1.0,6.0,-1.0,2,2,2.0,1,10,4,0,5,3,0,1,3,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0.0,0,0
1,0,2,0.0,8.0,0.0,2,0,0.0,2,5,3,0,2,3,0,1,1,1,0,1,2,0,0,1,0,0,0,1,0,1,0,10,3,0,26.0,1,1,0,0,0,0.0,0,0
1,0,3,1.0,6.0,0.0,0,3,3.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,3,70.77777777777777,0,1,0,0,1,1.146781789638933,0,1
1,0,3,0.0,1.0,2.0,1,3,-1.0,3,7,6,0,0,5,0,0,3,4,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,2,165.1,0,0,0,0,1,0.4424591156874622,0,1
1,0,6,0.0,10.0,2.0,1,0,2.0,1,10,6,0,5,0,0,0,3,4,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,3,34.05714285714286,0,0,0,0,1,1.838506711409396,1,1
1,1,6,0.0,4.0,2.0,2,1,-1.0,2,10,6,0,5,4,0,1,3,4,1,3,2,0,0,1,0,0,0,0,0,0,0,3,0,0,55.42481203007519,0,0,0,0,2,4.0,0,0
1,0,5,0.0,3.0,0.0,1,0,0.0,0,10,6,3,5,5,0,0,3,4,1,1,2,0,0,1,0,1,0,1,0,1,0,6,0,2,4.571428571428571,0,1,0,0,2,1.0,0,0
1,0,2,0.0,5.0,0.0,2,3,3.0,0,2,3,2,0,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,166.4,1,0,0,0,1,0.4390024038461538,0,0
1,1,3,0.0,6.0,-1.0,2,0,2.0,0,10,6,1,5,0,0,0,3,4,0,3,0,0,0,1,1,1,0,0,0,0,0,0,2,1,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,2,0.0,5.0,2.0,0,3,1.0,3,3,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,1,0.6352173913043477,0,1
1,0,6,0.0,6.0,2.0,2,2,2.0,2,10,6,2,5,2,0,1,3,4,1,3,2,0,0,1,1,1,0,0,0,1,0,6,1,3,238.8333333333333,0,0,0,0,1,0.2548848569434752,0,0
1,0,2,0.0,5.0,2.0,2,2,-1.0,2,6,4,3,3,2,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,9,2,0,52.83333333333334,0,0,0,0,1,1.0,0,1
1,1,3,1.0,6.0,1.0,2,3,1.0,1,10,6,2,1,1,0,1,3,4,1,1,1,0,0,1,0,1,1,1,1,1,4,0,0,1,66.6,1,0,0,0,2,3.0,0,0
1,1,6,0.0,4.0,1.0,2,2,2.0,3,6,2,0,4,0,0,0,3,1,0,3,0,0,0,1,0,1,1,0,0,0,4,10,3,0,66.75,0,1,0,0,1,1.367977528089888,0,0
1,0,2,0.0,10.0,1.0,1,0,3.0,3,5,0,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76.66666666666667,0,0,0,0,1,2.382065217391304,0,1
0,1,5,-1.0,5.0,2.0,0,3,3.0,3,4,1,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.2222222222222,0,0,0,0,2,0.2441510695187166,0,1
1,0,3,0.0,5.0,0.0,2,2,2.0,1,7,6,2,3,2,1,1,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,234.3333333333333,0,0,0,0,1,1.558677098150782,0,0
0,0,6,-1.0,6.0,-1.0,0,3,2.0,2,10,6,1,5,2,0,0,3,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,32.5,0,0,0,0,0,0.0,0,0
1,1,4,0.0,10.0,1.0,2,2,2.0,0,10,6,1,5,3,0,0,3,4,0,3,2,1,1,1,1,0,0,0,0,0,0,4,3,0,41.55555555555556,1,0,0,0,1,0.9766042780748664,0,0
1,0,5,0.0,7.0,1.0,1,3,3.0,3,10,1,3,5,1,0,0,3,1,1,3,0,0,0,1,1,1,0,0,0,0,0,10,0,1,20.72727272727273,0,1,0,0,1,4.805921052631579,0,0
0,1,4,-1.0,5.0,1.0,2,3,3.0,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.75,0,0,0,0,1,0.7914409534127844,0,1
1,1,4,0.0,6.0,2.0,1,0,2.0,0,7,6,3,2,2,0,1,3,4,1,1,2,0,0,1,1,1,0,0,0,0,3,0,0,1,43.59090909090909,1,0,0,0,1,1.14259645464025,0,1
1,0,3,0.0,10.0,2.0,1,0,3.0,3,6,2,3,3,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,4,3,0,0,46.1,0,1,0,0,1,1.188449023861171,0,0
1,0,2,1.0,8.0,0.0,2,0,3.0,1,6,4,2,0,3,0,1,2,2,0,0,2,1,0,0,1,1,0,0,0,1,4,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
0,1,5,-1.0,8.0,0.0,1,3,0.0,0,8,6,3,3,3,0,0,1,2,0,1,2,0,0,1,1,0,0,0,0,0,0,4,0,0,30.9375,0,0,1,0,1,0.7378787878787878,1,0
1,0,2,0.0,6.0,1.0,2,0,3.0,3,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,290.8333333333333,0,0,0,0,1,0.8372492836676217,0,1
1,1,3,0.0,5.0,-1.0,1,2,-1.0,2,3,3,0,3,1,0,1,0,3,0,2,1,0,0,0,0,1,0,1,0,0,3,0,0,0,27.0,1,0,1,1,2,1.932539682539683,0,0
1,1,2,0.0,8.0,0.0,0,3,2.0,3,4,6,2,3,0,0,0,2,2,1,1,1,1,0,1,1,1,0,0,1,0,0,3,1,1,55.42481203007519,0,0,0,0,1,0.6352173913043477,0,1
1,1,3,1.0,8.0,0.0,1,3,2.0,3,10,6,0,4,2,0,0,0,4,0,3,0,1,0,1,0,0,1,1,0,0,3,4,1,0,55.42481203007519,0,0,0,0,1,1.0,0,0
1,1,5,0.0,10.0,1.0,0,1,2.0,1,10,5,1,5,4,0,0,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,10,0,3,50.11111111111111,1,0,0,0,1,1.619733924611973,0,0
1,0,2,0.0,1.0,1.0,2,2,1.0,0,8,6,2,3,4,0,0,3,4,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,166.6666666666667,0,0,0,0,2,1.461,0,1
1,0,3,0.0,8.0,0.0,2,0,0.0,1,10,6,3,5,5,1,0,1,4,1,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,303.6666666666667,1,0,0,0,0,0.0,0,0
1,1,2,0.0,9.0,0.0,1,0,2.0,0,10,6,0,5,3,0,0,2,4,0,3,2,1,0,0,1,0,0,1,0,1,3,0,0,1,200.0,0,0,0,0,1,1.82625,0,0
1,0,2,0.0,8.0,0.0,2,0,0.0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,1,0,54.52173913043478,1,0,0,0,0,0.0,0,0
1,0,3,0.0,10.0,1.0,2,1,2.0,1,7,1,0,2,4,0,0,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,4,0,0,55.42481203007519,0,0,0,0,1,0.8738038277511961,1,0
1,0,2,0.0,7.0,0.0,2,2,0.0,2,5,0,0,1,2,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,3,55.42481203007519,0,0,0,0,2,1.897402597402597,0,0
0,0,5,-1.0,9.0,1.0,2,1,0.0,1,10,4,3,5,3,0,0,3,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,3,101.3529411764706,0,0,0,0,1,0.2119849100406268,1,0
1,0,6,0.0,6.0,1.0,0,3,3.0,3,2,2,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.6352173913043477,0,1
1,0,3,0.0,6.0,1.0,1,0,1.0,1,8,5,2,1,2,1,0,3,2,1,0,1,0,1,1,0,1,0,0,0,0,4,10,3,2,55.42481203007519,0,0,0,0,1,0.6352173913043477,1,1
1,0,2,1.0,4.0,2.0,2,0,1.0,2,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,48.0,1,0,0,0,0,0.0,0,0
1,1,2,0.0,9.0,1.0,2,2,2.0,2,6,3,1,3,0,0,1,1,4,1,1,0,0,1,1,0,0,0,1,0,0,0,10,3,1,68.16666666666667,1,1,0,0,1,0.8930317848410757,0,1
0,0,6,-1.0,1.0,-1.0,1,0,2.0,2,10,2,0,5,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,1,0,0,0,0,0.0,1,1
1,0,4,0.0,5.0,2.0,2,2,-1.0,0,7,2,1,1,5,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,165.6,0,0,0,0,0,0.0,0,0
1,0,6,0.0,5.0,2.0,2,0,3.0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55.42481203007519,0,0,0,0,1,0.6352173913043477,0,1
1,0,6,0.0,5.0,2.0,2,3,3.0,3,10,1,3,5,0,0,0,3,0,1,3,0,1,0,0,0,1,0,0,0,0,2,0,0,2,12.92307692307692,1,0,0,0,0,0.0,0,0
1,0,6,0.0,6.0,1.0,1,0,4.0,3,3,2,1,2,0,0,0,2,0,1,1,0,0,0,1,0,1,0,1,1,0,2,10,0,3,36.63333333333333,0,0,0,1,1,0.664695177434031,0,0
1,0,2,1.0,10.0,1.0,1,3,2.0,1,10,6,3,1,4,0,1,3,3,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,125.5,1,0,0,0,0,0.0,0,0
1,1,2,0.0,6.0,0.0,0,1,2.0,2,5,6,1,2,2,0,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,42.5,0,0,0,0,1,1.0,0,0
1,1,6,1.0,4.0,-1.0,2,2,2.0,0,10,6,3,5,0,0,1,3,3,1,3,0,0,0,1,1,0,0,0,0,0,4,5,2,0,20.33333333333333,1,0,1,0,1,1.0,0,0
1,0,3,0.0,6.0,0.0,2,3,3.0,3,2,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,3,67.66666666666667,0,0,0,0,1,0.5140745953553836,0,1
1,0,3,0.0,7.0,0.0,2,1,-1.0,0,8,5,0,2,5,0,1,3,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,98.2,0,0,0,0,2,2.975560081466395,0,1
1,1,4,0.0,4.0,2.0,1,2,0.0,2,5,6,3,2,2,1,1,1,3,0,0,2,0,0,1,1,0,0,0,0,0,1,6,0,1,59.14285714285715,0,0,0,0,1,0.8822463768115942,1,0
1,0,3,1.0,8.0,2.0,2,0,0.0,0,10,6,3,5,5,1,0,3,4,1,3,2,0,1,1,1,0,0,0,1,0,4,0,0,0,55.4,1,1,0,0,0,0.0,0,0
1,1,4,0.0,7.0,0.0,2,3,2.0,2,6,6,1,5,1,0,0,2,4,0,3,0,0,0,1,0,0,0,1,0,0,4,4,3,0,26.58823529411765,1,1,0,1,2,0.808075221238938,0,0
1,1,2,0.0,6.0,0.0,1,1,1.0,0,5,3,0,1,3,0,1,2,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,1.0,0,0
1,1,6,0.0,3.0,2.0,1,3,0.0,1,3,4,1,1,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,55.42481203007519,0,0,0,0,1,0.1502468120115179,0,1
1,1,3,0.0,4.0,-1.0,2,3,2.0,2,10,1,2,5,2,1,0,3,2,0,3,2,0,1,1,0,0,0,0,0,0,0,1,0,1,26.92307692307692,0,0,0,0,2,3.0,0,1
1,1,4,0.0,6.0,2.0,0,1,0.0,0,10,6,3,5,5,1,0,3,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
1,1,3,0.0,4.0,-1.0,1,3,1.0,2,3,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,55.42481203007519,0,0,0,0,1,0.5003424657534247,0,0
1,0,2,0.0,7.0,0.0,2,1,-1.0,2,6,4,2,1,3,0,1,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,55.42481203007519,0,0,0,0,1,0.4217667436489608,0,0
1,0,6,1.0,2.0,2.0,1,0,3.0,0,4,1,1,1,1,0,0,3,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,55.42481203007519,0,0,0,0,0,0.0,1,1
0,1,5,-1.0,5.0,2.0,1,3,-1.0,3,9,6,1,5,0,0,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,1,1
1,1,2,0.0,7.0,1.0,1,2,3.0,3,7,6,2,1,0,0,0,3,2,1,0,1,0,0,1,0,1,1,0,0,0,4,10,3,2,55.42481203007519,1,0,0,0,0,0.6352173913043477,1,1
1,0,3,0.0,4.0,-1.0,2,1,0.0,2,10,3,1,2,4,1,0,3,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.9898373983739835,0,0
1,0,2,0.0,9.0,1.0,1,3,-1.0,3,8,6,3,3,3,1,0,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,10,1,3,422.25,1,0,0,0,1,1.946269982238011,0,0
0,1,3,-1.0,8.0,2.0,2,1,2.0,2,10,6,1,2,2,1,0,2,4,0,2,1,0,0,1,1,0,0,0,0,1,4,1,3,2,55.42481203007519,0,0,0,0,1,0.9586614173228348,0,0
1,0,3,1.0,8.0,2.0,2,1,3.0,3,4,3,1,0,2,0,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,7,0,1,289.2,0,0,0,0,0,0.0,0,0
1,0,5,0.0,8.0,2.0,1,3,0.0,0,4,3,3,0,1,0,1,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,103.4,1,0,0,0,0,0.0,0,0
1,0,2,0.0,8.0,1.0,0,3,2.0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,55.42481203007519,0,0,0,0,1,2.0,0,0
1,0,2,0.0,6.0,0.0,0,1,-1.0,3,4,2,0,1,5,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,6,0,0,55.42481203007519,1,1,0,0,0,0.6352173913043477,0,1
1,1,4,0.0,6.0,0.0,2,2,2.0,2,10,6,3,5,1,0,0,2,4,1,3,0,0,1,1,1,1,0,0,0,0,2,0,0,0,55.42481203007519,0,0,0,0,1,1.0,0,0
1,0,3,1.0,4.0,2.0,2,2,-1.0,0,4,1,0,2,2,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,9,1,1,13.25490196078431,0,1,0,0,2,1.620931952662722,0,1
1,1,4,0.0,5.0,-1.0,0,0,0.0,2,3,2,0,1,2,0,0,2,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,50.2,0,0,0,0,2,5.0,0,1
0,1,3,-1.0,9.0,2.0,1,0,0.0,2,10,6,2,5,1,1,0,0,4,1,3,0,0,1,1,0,0,0,0,0,0,4,1,0,3,22.64,1,0,1,1,0,0.0,0,0
1,0,4,0.0,5.0,1.0,1,2,4.0,0,7,4,3,1,0,0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,1,4,10,3,1,65.4,0,0,0,0,1,3.0,0,0
1,1,4,0.0,4.0,1.0,2,0,0.0,0,10,6,1,5,2,1,0,2,4,1,3,1,0,0,1,0,1,1,1,0,0,4,0,3,0,9.0,0,0,0,0,1,1.0,0,0
1,0,3,0.0,9.0,1.0,2,3,0.0,0,7,6,2,0,4,0,1,0,3,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,83.45454545454545,1,0,1,0,0,0.0,0,0
1,1,2,1.0,6.0,1.0,1,2,3.0,1,3,6,2,5,1,0,0,1,4,1,3,1,0,0,1,1,1,1,1,0,0,0,0,0,3,8.8,0,0,0,0,0,0.0,0,0
0,1,6,-1.0,2.0,2.0,0,0,2.0,2,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,1.0,0,0
0,1,2,-1.0,7.0,-1.0,1,0,2.0,3,8,4,0,5,2,0,0,2,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,55.42481203007519,0,0,0,0,1,1.0,0,0
1,0,2,0.0,8.0,2.0,1,3,1.0,2,10,3,1,5,0,1,0,3,2,1,3,0,0,0,1,0,0,0,0,0,1,4,0,0,1,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,2,0.0,9.0,1.0,1,0,4.0,0,4,1,2,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,10,2,0,29.83333333333333,1,0,0,0,1,1.0,0,0
1,1,6,0.0,3.0,2.0,2,0,1.0,3,6,1,1,2,2,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,3,6,0,0,202.0,0,0,0,0,0,0.0,1,0
1,0,2,1.0,6.0,2.0,2,2,3.0,0,6,2,2,1,2,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,2,1.0,0,1
